dss_rank,material_id,formula,battery_family,dss_decision,shortlist_score,india_feasibility_score,predicted_stable_probability,predicted_energy_above_hull_clipped,band_gap,is_stable,shortlist_rule_type,short_conceptual_reason
1,mp-19430,Li3Fe2(PO4)3,LFP-family,Best near-term purchase direction,59.52,98,0.16767046,0.011649002,2.4773,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0116; stable probability 0.1677.
545,mp-3246559,BaLiDyS3,Li-S or sulfide-family,Long-term R&D option,87.44,78,0.8919713,0.0,2.2217,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8920."
546,mp-3211122,BaLi2SnS4,Li-S or sulfide-family,Long-term R&D option,87.34,78,0.88978195,0.0,3.0828,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8898."
547,mp-3215854,Cs2LiTaS4,Li-S or sulfide-family,Long-term R&D option,87.31,78,0.8974966,0.0018885508,3.0918,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0019; stable probability 0.8975."
548,mp-3203753,Li2MgSiS4,Li-S or sulfide-family,Long-term R&D option,87.18,80,0.8706077,0.0,3.9328,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0000; stable probability 0.8706."
549,mp-3251559,LiDyHfS4,Li-S or sulfide-family,Long-term R&D option,87.18,78,0.886212,0.0,1.6783,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8862."
550,mp-3209691,K2Li2SnS4,Li-S or sulfide-family,Long-term R&D option,87.08,78,0.9002244,0.0036523761,3.0404,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0037; stable probability 0.9002."
551,mp-3245439,RbLiCeS3,Li-S or sulfide-family,Long-term R&D option,87.07,78,0.8837794,0.0,1.3385,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8838."
552,mp-3213228,CsLi2TaS4,Li-S or sulfide-family,Long-term R&D option,87.02,78,0.8827776,0.0,3.1835,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8828."
553,mp-3247916,CsLiCeS3,Li-S or sulfide-family,Long-term R&D option,86.75,78,0.8766048,0.0,1.3186,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8766."
554,mp-3206966,Ba2NaLi3S5,Li-S or sulfide-family,Long-term R&D option,86.14,78,0.88434786,0.004776681,1.9027,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0048; stable probability 0.8843."
555,mp-3248555,BaLiCeS3,Li-S or sulfide-family,Long-term R&D option,85.95,78,0.8762247,0.003915284,0.4027,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0039; stable probability 0.8762."
556,mp-3247986,BaLiErS3,Li-S or sulfide-family,Long-term R&D option,85.82,78,0.8561057,0.0,2.2675,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8561."
557,mp-3212276,Cs2Li2GeS4,Li-S or sulfide-family,Long-term R&D option,85.82,78,0.8759249,0.004491532,3.2307,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0045; stable probability 0.8759."
558,mp-3211050,Li2MgSnS4,Li-S or sulfide-family,Long-term R&D option,85.26,78,0.86280775,0.0043552564,3.0804,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0044; stable probability 0.8628."
559,mp-3210013,Na5Li3(SiS4)2,Li-S or sulfide-family,Long-term R&D option,84.97,80,0.842099,0.004618207,3.6182,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0046; stable probability 0.8421."
560,mp-3215312,Rb2Li2TiS4,Li-S or sulfide-family,Long-term R&D option,84.96,80,0.8213371,0.0,2.6367,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0000; stable probability 0.8213."
561,mp-3205916,K2Li2TiS4,Li-S or sulfide-family,Long-term R&D option,84.93,80,0.8206967,0.0,2.5669,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0000; stable probability 0.8207."
562,mp-1220972,NaLiZnS2,Li-S or sulfide-family,Long-term R&D option,84.87,78,0.8347952,0.0,1.8298,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.8348."
563,mp-3213977,LiCrSnS4,Li-S or sulfide-family,Long-term R&D option,84.52,78,0.90496796,0.017541824,0.8791,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0175; stable probability 0.9050."
564,mp-3203899,LiNb(AgS2)2,Li-S or sulfide-family,Long-term R&D option,84.42,78,0.8339557,0.002056371,1.8652,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0021; stable probability 0.8340."
565,mp-3208230,Rb2Li2SiS4,Li-S or sulfide-family,Long-term R&D option,84.34,80,0.8232316,0.0035160985,3.848,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0035; stable probability 0.8232."
566,mp-3213432,Na5LiSi2S7,Li-S or sulfide-family,Long-term R&D option,84.25,80,0.82174605,0.0036504231,4.0594,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0037; stable probability 0.8217."
567,mp-3209254,Na3LiSnS4,Li-S or sulfide-family,Long-term R&D option,84.25,78,0.8410124,0.0044740243,2.9064,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0045; stable probability 0.8410."
568,mp-3250125,K2Li2CeS4,Li-S or sulfide-family,Long-term R&D option,83.92,78,0.88399464,0.015803136,1.313,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0158; stable probability 0.8840."
569,mp-3204760,Li4AgAu3S4,Li-S or sulfide-family,Long-term R&D option,83.53,78,0.82029086,0.0034304247,1.8162,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0034; stable probability 0.8203."
570,mp-3201631,KLiMgS2,Li-S or sulfide-family,Long-term R&D option,83.32,78,0.8266733,0.0059101293,3.8182,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0059; stable probability 0.8267."
571,mp-3203516,LiAg(SbS2)2,Li-S or sulfide-family,Long-term R&D option,82.91,78,0.8358551,0.010012156,1.7898,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0100; stable probability 0.8359."
572,mp-3200964,KLi3SiS4,Li-S or sulfide-family,Long-term R&D option,82.82,80,0.78628784,0.0028096791,4.277,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0028; stable probability 0.7863."
573,mp-3647,LiGaS2,Li-S or sulfide-family,Long-term R&D option,82.77,78,0.7954996,0.0016186881,2.9608,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0016; stable probability 0.7955."
574,mp-774907,KLiZnS2,Li-S or sulfide-family,Long-term R&D option,82.73,78,0.79655147,0.0020887475,2.5442,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0021; stable probability 0.7966."
575,mp-1219554,RbLiZnS2,Li-S or sulfide-family,Long-term R&D option,82.73,78,0.79655147,0.0020887475,2.5255,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0021; stable probability 0.7966."
576,mp-1225887,CsLiZnS2,Li-S or sulfide-family,Long-term R&D option,82.73,78,0.79655147,0.0020887475,2.5019,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0021; stable probability 0.7966."
577,mp-3202077,Li2VAgS4,Li-S or sulfide-family,Long-term R&D option,82.72,78,0.82898265,0.009440919,1.6325,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0094; stable probability 0.8290."
578,mp-3202328,LiAl2AgS4,Li-S or sulfide-family,Long-term R&D option,82.65,78,0.8044313,0.004245739,3.3126,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0042; stable probability 0.8044."
579,mp-3250661,Cs2Li2CeS4,Li-S or sulfide-family,Long-term R&D option,82.59,78,0.88399464,0.022441853,1.1384,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0224; stable probability 0.8840."
580,mp-3252600,Ba2Li2CeS5,Li-S or sulfide-family,Long-term R&D option,82.59,78,0.88399464,0.022441853,1.1743,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0224; stable probability 0.8840."
581,mp-1021497,Li2SiSnS4,Li-S or sulfide-family,Long-term R&D option,82.49,74,0.8251,0.0026973803,1.9189,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 74; predicted hull 0.0027; stable probability 0.8251."
582,mp-15791,LiErS2,Li-S or sulfide-family,Long-term R&D option,82.19,78,0.7754336,0.0,2.0066,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7754."
583,mp-15789,LiDyS2,Li-S or sulfide-family,Long-term R&D option,82.19,78,0.7753628,0.0,1.9347,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7754."
584,mp-767165,K2LiVS4,Li-S or sulfide-family,Long-term R&D option,82.14,78,0.83593094,0.013875429,1.6022,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0139; stable probability 0.8359."
585,mp-3203106,LiGa2AgS4,Li-S or sulfide-family,Long-term R&D option,81.92,78,0.77898735,0.0021713448,2.5467,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0022; stable probability 0.7790."
586,mp-510338,Cs2LiVS4,Li-S or sulfide-family,Long-term R&D option,81.91,78,0.7691795,0.0,1.5878,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7692."
587,mp-558815,Rb2LiVS4,Li-S or sulfide-family,Long-term R&D option,81.91,78,0.7691795,0.0,1.5836,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7692."
588,mp-559238,CsLi2BS3,Li-S or sulfide-family,Long-term R&D option,81.68,78,0.76406914,0.0,3.1955,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7641."
589,mp-1225894,CsLiMnS2,Li-S or sulfide-family,Long-term R&D option,81.52,81,0.8197454,0.018598322,0.8093,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 81; predicted hull 0.0186; stable probability 0.8197."
590,mp-3205771,Cs4LiFeS4,Li-S or sulfide-family,Long-term R&D option,81.44,81,0.74118036,0.0012952365,1.6739,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 81; predicted hull 0.0013; stable probability 0.7412."
591,mp-3280961,Li4ZnSn2S7,Li-S or sulfide-family,Long-term R&D option,80.74,78,0.77607393,0.0073973862,2.5996,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0074; stable probability 0.7761."
592,mp-15999,Li3AuS2,Li-S or sulfide-family,Long-term R&D option,80.59,78,0.7396676,0.0,2.0985,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7397."
593,mp-1188392,LiInS2,Li-S or sulfide-family,Long-term R&D option,79.7,78,0.7451669,0.005686294,2.1875,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0057; stable probability 0.7452."
594,mp-5614,Li3BS3,Li-S or sulfide-family,Long-term R&D option,79.6,78,0.71786904,0.0,3.1466,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.7179."
595,mp-559814,Li5SbS3I2,Li-S or sulfide-family,Long-term R&D option,79.38,78,0.7393831,0.0059798704,2.7011,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0060; stable probability 0.7394."
596,mp-1211167,LiCr4GaS8,Li-S or sulfide-family,Long-term R&D option,79.31,78,0.7764287,0.01467058,0.3762,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0147; stable probability 0.7764."
597,mp-1211182,LiCr4InS8,Li-S or sulfide-family,Long-term R&D option,79.31,78,0.7764287,0.01467058,0.3692,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0147; stable probability 0.7764."
598,mp-554076,BaLiBS3,Li-S or sulfide-family,Long-term R&D option,79.25,78,0.7491556,0.008809453,2.1532,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0088; stable probability 0.7492."
599,mp-1194339,Li3SbS3,Li-S or sulfide-family,Long-term R&D option,79.11,78,0.7220644,0.0033972142,2.4016,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0034; stable probability 0.7221."
600,mp-3211952,K2LiPS4,Li-S or sulfide-family,Long-term R&D option,79.05,80,0.69883114,0.0019983696,3.3748,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0020; stable probability 0.6988."
601,mp-3215916,Cs2LiPS4,Li-S or sulfide-family,Long-term R&D option,78.98,80,0.6972718,0.0019983696,3.1737,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0020; stable probability 0.6973."
602,mp-3216054,LiAl(CrS2)4,Li-S or sulfide-family,Long-term R&D option,78.89,78,0.81996816,0.026540361,1.4934,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0265; stable probability 0.8200."
603,mp-3214172,Li3Bi2(SbS2)9,Li-S or sulfide-family,Long-term R&D option,78.82,78,0.783259,0.01862083,1.5914,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0186; stable probability 0.7833."
604,mp-3207754,Ba2LiAlS4,Li-S or sulfide-family,Long-term R&D option,78.74,78,0.7559268,0.012866707,2.6656,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0129; stable probability 0.7559."
605,mp-8452,NaLiS,Li-S or sulfide-family,Long-term R&D option,78.67,78,0.69716835,0.0,2.2642,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.6972."
606,mp-1195603,Li2MnSnS4,Li-S or sulfide-family,Long-term R&D option,78.36,75,0.79122114,0.017483257,1.1047,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 75; predicted hull 0.0175; stable probability 0.7912."
607,mp-753940,KLiMnS2,Li-S or sulfide-family,Long-term R&D option,78.23,81,0.7476544,0.018819988,0.6362,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 81; predicted hull 0.0188; stable probability 0.7477."
608,mp-554782,Li2Ga2GeS6,Li-S or sulfide-family,Long-term R&D option,78.09,70,0.7842553,0.008504724,2.1339,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 70; predicted hull 0.0085; stable probability 0.7843."
609,mp-558219,SrLi(BS2)3,Li-S or sulfide-family,Long-term R&D option,77.98,78,0.7108233,0.0065332116,2.91,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0065; stable probability 0.7108."
610,mp-778433,Li3Cr2(PS4)3,Li-S or sulfide-family,Long-term R&D option,77.63,80,0.65834254,0.0,1.3846,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0000; stable probability 0.6583."
611,mp-3209135,NaLi3(Mo3S4)2,Li-S or sulfide-family,Long-term R&D option,77.57,78,0.751864,0.017802056,1.6659,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0178; stable probability 0.7519."
612,mp-557892,BaLi(BS2)3,Li-S or sulfide-family,Long-term R&D option,77.32,78,0.69836694,0.007034519,2.8597,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0070; stable probability 0.6984."
613,mp-8751,RbLiS,Li-S or sulfide-family,Long-term R&D option,77.1,78,0.6622852,0.0,2.745,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.6623."
614,mp-555186,Li2ZnSnS4,Li-S or sulfide-family,Long-term R&D option,77.05,78,0.6988894,0.008500034,2.1758,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0085; stable probability 0.6989."
615,mp-29829,LiAuS,Li-S or sulfide-family,Long-term R&D option,77.0,78,0.6600776,0.0,1.5804,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.6601."
616,mp-8430,KLiS,Li-S or sulfide-family,Long-term R&D option,76.95,78,0.6589531,0.0,3.0571,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.6590."
617,mp-29410,Li2B2S5,Li-S or sulfide-family,Long-term R&D option,76.94,78,0.658575,0.0,2.4427,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0000; stable probability 0.6586."
618,mp-4226,LiCrS2,Li-S or sulfide-family,Long-term R&D option,76.57,78,0.67729986,0.006024095,0.6463,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0060; stable probability 0.6773."
619,mp-554395,Na5Li3(TiS4)2,Li-S or sulfide-family,Long-term R&D option,76.2,80,0.6930246,0.014940141,2.2797,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 80; predicted hull 0.0149; stable probability 0.6930."
620,mp-1192995,Li4MnGe2S7,Li-S or sulfide-family,Long-term R&D option,76.19,81,0.7571015,0.031129079,1.5209,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 81; predicted hull 0.0311; stable probability 0.7571."
621,mp-556085,Rb2LiTaS4,Li-S or sulfide-family,Long-term R&D option,76.07,78,0.66839796,0.0065450445,2.8199,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0065; stable probability 0.6684."
622,mp-557962,SrLiBS3,Li-S or sulfide-family,Long-term R&D option,75.65,72,0.6861605,0.0021124817,2.5603,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 72; predicted hull 0.0021; stable probability 0.6862."
623,mp-1222735,Li2VCrS4,Li-S or sulfide-family,Long-term R&D option,74.85,70,0.81252587,0.03104612,0.0,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 70; predicted hull 0.0310; stable probability 0.8125."
624,mp-629443,Li2EuGeS4,Li-S or sulfide-family,Long-term R&D option,74.71,78,0.7262604,0.026370278,0.2021,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0264; stable probability 0.7263."
625,mp-30249,Li4GeS4,Li-S or sulfide-family,Long-term R&D option,74.61,72,0.65351117,0.0,2.7129,False,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 72; predicted hull 0.0000; stable probability 0.6535."
626,mp-3203193,LiV(CuS2)2,Li-S or sulfide-family,Long-term R&D option,74.25,78,0.7829614,0.041406773,1.1022,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0414; stable probability 0.7830."
627,mp-3271249,RbLiS2O7,Li-S or sulfide-family,Long-term R&D option,69.37,78,0.7144084,0.05039637,6.4448,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0504; stable probability 0.7144."
628,mp-3274541,CsLiS2O7,Li-S or sulfide-family,Long-term R&D option,69.37,78,0.7144084,0.05039637,6.3859,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0504; stable probability 0.7144."
629,mp-3283701,KLiS2O7,Li-S or sulfide-family,Long-term R&D option,69.37,78,0.7144084,0.05039637,6.5525,True,Strict model shortlist,"High-potential chemistry, but less direct for immediate purchase. India score 78; predicted hull 0.0504; stable probability 0.7144."
